"geo_label_citystate","strata_race_label","strata_sex_label","All Cancer Deaths","Lung Cancer Deaths","Colorectal Cancer Deaths","Cardiovascular Disease Deaths","Heart Disease Deaths","Diabetes Deaths","Deaths from All Causes","Premature Death","Life Expectancy","Gun Deaths (Firearms)","Injury Deaths","Motor Vehicle Deaths","Homicides","Pneumonia or Influenza Deaths","HIV-Related Deaths","COVID-19 Deaths","Opioid Overdose Deaths","Suicide","Drug Overdose Deaths"
"Washington, DC","Hispanic","Male",98.90727515,0,0,149.1882748,104.4297628,0,516.3502114,5888.599673,0,0,85.07739516,0,0,0,0,0,23.67500753,0,33.29200941
"Seattle, WA","Hispanic","Male",113.4118703,0,0,187.8496281,120.7525574,39.39366867,767.452282,8212.611365,0,16.68077751,173.833204,0,12.50067439,0,0,0,104.354515,0,121.2830284
"Dallas, TX","Hispanic","Male",116.7792739,17.37510538,14.53165328,178.8164477,125.9026265,30.6343632,696.3063825,7585.604497,79.70298593,22.20724203,102.1640964,19.83361486,15.87965076,0,2.223726297,11.17462982,14.11156905,15.2309476,25.66174077
"Austin, TX","Asian/PI","Female",83.3206573,0,0,89.6910463,52.25840911,0,385.327168,1535.265324,0,0,21.18269152,0,0,0,0,0,0,0,0
"New York City, NY","Hispanic","Male",106.2778394,16.05375355,9.862749365,205.4493219,164.936626,23.69587595,669.8176276,7515.853964,80.02148357,6.915443604,111.3336744,7.807275345,8.529595088,17.60067637,4.681375587,9.008357291,59.19046312,9.021805909,68.89367905
"Detroit, MI","Hispanic","Male",177.4288465,0,0,306.7214251,217.827797,0,1183.482983,10651.14313,0,29.77366505,133.4434821,23.97776893,20.7808715,0,0,0,42.3158988,0,55.58105177
"Cleveland, OH","Asian/PI","Female",116.5135816,0,0,87.27304408,0,0,372.6877919,4525.560018,0,0,0,0,0,0,0,0,0,0,0
"Los Angeles, CA","Hispanic","Male",130.9657701,14.40133412,13.99990247,222.7356791,168.9227603,56.02217537,783.8743425,8866.942133,77.61538103,16.06030171,102.4731092,19.06049699,15.39647051,18.67419294,4.729585894,12.85854356,29.61063827,10.40281512,41.19310063
"Indianapolis, IN","Asian/PI","Female",135.5641144,0,0,231.3997566,134.7412183,0,805.1940499,3308.924849,0,0,0,0,0,0,0,0,0,0,0
"San Francisco, CA","Asian/PI","Female",88.20935336,18.46089996,7.592205367,124.3900235,75.60135295,13.15508885,343.1624777,2024.537403,87.99074731,0,17.90975452,0,0,3.953065909,0,5.422029732,3.750767292,3.971921632,4.648139165
"Los Angeles, CA","Asian/PI","Female",83.76369018,12.3027784,8.126012653,105.3186349,68.13102107,19.71238308,330.8857921,2295.317212,90.15465844,0,15.63210844,2.122623987,0,9.471989656,0,4.150663038,2.170213787,4.095777361,3.782220683
"San Diego, CA","Asian/PI","Female",88.87366913,19.36758251,6.385573959,121.7089731,70.89655652,21.4532829,369.8097549,2154.147853,89.18991931,0,17.18281919,0,0,2.853749849,0,0,0,3.331311898,5.313116137
"Phoenix, AZ","Asian/PI","Female",80.38283669,14.62256644,0,89.52590421,58.14048205,12.5430159,307.1909401,1868.892483,0,0,16.67967663,0,0,0,0,0,0,0,0
"Denver, CO","Asian/PI","Female",115.2417804,0,0,0,0,0,0,2324.777076,0,0,87.98338456,0,0,0,0,0,0,0,0
"Tucson, AZ","Hispanic","Male",216.0808919,27.63274957,19.1952194,303.8799672,225.4105652,62.38722986,1245.473574,13252.70985,70.55349969,35.98838526,208.5003162,24.8786877,22.76699873,17.98492765,0,21.08333621,69.25618619,26.98301679,99.21686422
"Boston, MA","Asian/PI","Female",86.99981607,18.31674927,0,72.65406943,44.22924456,0,294.732288,1048.80851,0,0,11.85931293,0,0,0,0,0,0,0,0
"San Francisco, CA","Hispanic","Male",105.6894615,15.39168168,9.400379002,178.16881,133.8340094,31.48656922,675.9858836,8778.665831,77.74569588,6.691685245,162.7588927,14.51122609,9.509973725,0,0,0,95.09429716,8.762957152,118.4336721
"Kansas City, MO","Asian/PI","Female",115.5678239,0,0,205.0659804,0,0,0,4614.294135,0,0,0,0,0,0,0,0,0,0,0
"Portland, OR","Asian/PI","Female",129.9636755,25.45484587,0,145.7489913,71.83453298,33.17231969,587.2164678,4896.233374,82.45780329,0,33.12402855,0,0,0,0,0,0,0,0
"Indianapolis, IN","Hispanic","Male",91.23154147,0,0,87.75394363,65.15563531,39.08195631,567.459709,9965.175986,79.75789297,29.29533073,159.1323427,30.742533,22.23730494,0,0,0,51.96439716,16.13106475,63.83480386
"Charlotte, NC","Asian/PI","Female",96.78866168,0,0,152.6751465,98.53064398,0,428.4091933,2047.378371,0,0,0,0,0,0,0,0,0,0,0
"Chicago, IL","Hispanic","Male",112.6895414,11.88512796,11.59531544,175.2027286,128.6646787,28.14992645,650.8521403,8080.589545,81.73902185,21.37538122,103.5620052,12.25578447,19.44111092,12.78202515,0,9.419217464,37.35949374,10.0622877,45.50368613
"San Antonio, TX","Asian/PI","Female",120.8191497,23.61592927,0,147.8993203,87.23523929,28.15453944,507.2610982,4544.847296,0,0,26.98246131,0,0,0,0,0,0,0,0
"Cleveland, OH","Hispanic","Male",172.2412375,0,0,375.5091132,272.9653065,51.41639826,1232.741204,11474.85702,0,32.95908064,203.6222111,0,21.04108484,0,0,0,91.9219349,21.90266022,99.07964689
"Philadelphia, PA","Asian/PI","Female",70.91607265,9.712181224,0,102.550497,64.94160313,20.71488854,365.0304264,2113.728142,88.49902208,0,18.46520706,0,0,10.18307284,0,0,0,0,0
"Austin, TX","Hispanic","Male",129.4690992,13.92486334,15.39284478,182.2798266,139.7013172,19.76672935,711.8059666,7651.568435,79.26940579,17.66764734,106.0611684,17.65491987,11.15630449,11.44429352,0,0,19.43062294,12.61719459,32.93165491
"Dallas, TX","Asian/PI","Female",97.54144012,0,0,73.48246886,48.31187229,0,376.0633159,2276.180964,0,0,0,0,0,0,0,0,0,0,0
"Seattle, WA","Asian/PI","Female",93.17585865,22.9214234,10.57146489,79.66900736,43.69359651,16.99171666,327.0913232,2392.86756,86.6414834,0,23.6580373,0,0,0,0,0,5.852167701,9.08291139,8.830941047
"Las Vegas, NV","Hispanic","Male",116.7739875,15.72414987,14.51591968,204.8007609,156.2176462,32.8809539,711.0468873,7400.826972,80.24850727,20.93288085,97.57137416,15.99113791,12.8824894,14.84302695,2.202140546,11.34249734,19.84426238,18.04153679,29.84063059
"Phoenix, AZ","White","Female",112.1760455,22.74484282,9.547066459,153.9553846,111.5229391,12.80105254,592.6176887,4836.605147,83.06950695,5.496640659,61.73995682,7.946882285,3.785273662,7.035412892,0,8.189021083,19.44122307,9.072559965,27.53925425
"Long Beach, CA","White","Female",140.400118,21.51689857,13.4614434,230.1709938,177.4672882,13.13798817,701.153594,4810.820375,82.70959643,0,50.03540331,0,0,12.19894951,0,11.3725803,21.16351045,8.023029307,29.54414637
"Los Angeles, CA","Asian/PI","Male",112.8174086,25.41464517,14.80844357,187.1968001,132.1145012,34.86888707,542.0028312,4160.697192,82.59387488,3.86648491,40.32138505,4.701849796,0,17.9624043,0,13.72572906,8.506435048,10.90847503,14.84845672
"San Francisco, CA","Asian/PI","Male",125.9582737,34.46746535,10.90843625,182.0751154,127.3268819,28.87411885,563.2357392,3958.529035,83.09072334,5.046526559,57.72892882,5.206656188,0,6.002271995,0,12.27798415,16.1079225,8.658525719,24.31495669
"Denver, CO","Asian/PI","Male",126.5890365,0,0,104.8501076,74.558969,0,492.1298057,5287.494908,0,0,72.51296386,0,0,0,0,0,0,0,0
